,key,value,date
13164,API,62,11/1/24
13165,API,77,11/1/25
13166,API,78,11/1/26
13167,API,113,11/1/27
13168,API,76,11/1/28
13169,API,86,11/1/29
13170,API,65,11/1/30
13171,API,65,11/1/31
13172,API,69,11/2/1
13173,API,77,11/2/2
13174,API,148,11/2/3
13175,API,86,11/2/4
13176,API,93,11/2/5
13177,API,114,11/2/6
13178,API,92,11/2/7
13179,API,130,11/2/8
13180,API,78,11/2/9
13181,API,67,11/2/10
13182,API,79,11/2/11
13183,API,71,11/2/12
13184,API,83,11/2/13
13185,API,72,11/2/14
13186,API,75,11/2/15
13187,API,81,11/2/16
13188,API,95,11/2/17
13189,API,115,11/2/18
13190,API,80,11/2/19
13191,API,100,11/2/20
13192,API,128,11/2/21
13193,API,114,11/2/22
13194,API,106,11/2/23
13195,API,122,11/2/24
13196,API,114,11/2/25
13197,API,98,11/2/26
13198,API,66,11/2/27
13199,API,69,11/2/28
13200,API,72,11/3/1
13201,API,79,11/3/2
13202,API,77,11/3/3
13203,API,38,11/3/4
13204,API,60,11/3/5
13205,API,94,11/3/6
13206,API,59,11/3/7
13207,API,63,11/3/8
13208,API,61,11/3/9
13209,API,53,11/3/10
13210,API,61,11/3/11
13211,API,68,11/3/12
13212,API,77,11/3/13
13213,API,125,11/3/14
13214,API,57,11/3/15
13215,API,74,11/3/16
13216,API,76,11/3/17
13217,API,76,11/3/18
13218,API,120,11/3/19
13219,API,85,11/3/20
13220,API,106,11/3/21
13221,API,67,11/3/22
13222,API,55,11/3/23
13223,API,79,11/3/24
13224,API,54,11/3/25
13225,API,75,11/3/26
13226,API,69,11/3/27
13227,API,70,11/3/28
13228,API,71,11/3/29
13229,API,90,11/3/30
13230,API,85,11/3/31
13231,API,151,11/4/1
13232,API,87,11/4/2
13233,API,66,11/4/3
13234,API,73,11/4/4
13235,API,81,11/4/5
13236,API,58,11/4/6
13237,API,72,11/4/7
13238,API,111,11/4/8
13239,API,87,11/4/9
13240,API,93,11/4/10
13241,API,61,11/4/11
13242,API,70,11/4/12
13243,API,62,11/4/13
13244,API,80,11/4/14
13245,API,134,11/4/15
13246,API,127,11/4/16
13247,API,86,11/4/17
13248,API,98,11/4/18
13249,API,67,11/4/19
13250,API,75,11/4/20
13251,API,69,11/4/21
13252,API,60,11/4/22
13253,API,57,11/4/23
13254,API,57,11/4/24
13255,API,62,11/4/25
13256,API,103,11/4/26
13257,API,72,11/4/27
13258,API,63,11/4/28
13259,API,62,11/4/29
13260,API,84,11/4/30
13261,API,135,11/5/1
13262,API,85,11/5/2
13263,API,64,11/5/3
13264,API,63,11/5/4
13265,API,74,11/5/5
13266,API,74,11/5/6
13267,API,90,11/5/7
13268,API,73,11/5/8
13269,API,94,11/5/9
13270,API,73,11/5/10
13271,API,60,11/5/11
13272,API,91,11/5/12
13273,API,80,11/5/13
13274,API,70,11/5/14
13275,API,71,11/5/15
13276,API,81,11/5/16
13277,API,68,11/5/17
13278,API,66,11/5/18
13279,API,82,11/5/19
13280,API,66,11/5/20
13281,API,63,11/5/21
13282,API,66,11/5/22
13283,API,66,11/5/23
13284,API,65,11/5/24
13285,API,79,11/5/25
13286,API,80,11/5/26
13287,API,68,11/5/27
13288,API,67,11/5/28
13289,API,72,11/5/29
13290,API,70,11/5/30
13291,API,81,11/5/31
13292,API,76,11/6/1
13293,API,70,11/6/2
13294,API,83,11/6/3
13295,API,87,11/6/4
13296,API,93,11/6/5
13297,API,92,11/6/6
13298,API,90,11/6/7
13299,API,80,11/6/8
13300,API,85,11/6/9
13301,API,91,11/6/10
13302,API,58,11/6/11
13303,API,77,11/6/12
13304,API,60,11/6/13
13305,API,73,11/6/14
13306,API,123,11/6/15
13307,API,108,11/6/16
13308,API,108,11/6/17
13309,API,91,11/6/18
13310,API,111,11/6/19
13311,API,92,11/6/20
13312,API,81,11/6/21
13313,API,70,11/6/22
13314,API,70,11/6/23
13315,API,91,11/6/24
13316,API,64,11/6/25
13317,API,55,11/6/26
13318,API,62,11/6/27
13319,API,69,11/6/28
13320,API,72,11/6/29
13321,API,80,11/6/30
13322,API,64,11/7/1
13323,API,80,11/7/2
13324,API,60,11/7/3
13325,API,83,11/7/4
13326,API,65,11/7/5
13327,API,86,11/7/6
13328,API,88,11/7/7
13329,API,69,11/7/8
13330,API,78,11/7/9
13331,API,88,11/7/10
13332,API,90,11/7/11
13333,API,83,11/7/12
13334,API,90,11/7/13
13335,API,92,11/7/14
13336,API,86,11/7/15
13337,API,87,11/7/16
13338,API,107,11/7/17
13339,API,99,11/7/18
13340,API,63,11/7/19
13341,API,77,11/7/20
13342,API,85,11/7/21
13343,API,107,11/7/22
13344,API,96,11/7/23
13345,API,93,11/7/24
13346,API,60,11/7/25
13347,API,87,11/7/26
13348,API,64,11/7/27
13349,API,60,11/7/28
13350,API,100,11/7/29
13351,API,83,11/7/30
13352,API,61,11/7/31
13353,API,76,11/8/1
13354,API,61,11/8/2
13355,API,70,11/8/3
13356,API,56,11/8/4
13357,API,102,11/8/5
13358,API,47,11/8/6
13359,API,46,11/8/7
13360,API,47,11/8/8
13361,API,53,11/8/9
13362,API,104,11/8/10
13363,API,52,11/8/11
13364,API,58,11/8/12
13365,API,57,11/8/13
13366,API,69,11/8/14
13367,API,55,11/8/15
13368,API,50,11/8/16
13369,API,39,11/8/17
13370,API,34,11/8/18
13371,API,32,11/8/19
13372,API,50,11/8/20
13373,API,56,11/8/21
13374,API,70,11/8/22
13375,API,76,11/8/23
13376,API,63,11/8/24
13377,API,61,11/8/25
13378,API,59,11/8/26
13379,API,55,11/8/27
13380,API,57,11/8/28
13381,API,60,11/8/29
13382,API,54,11/8/30
13383,API,59,11/8/31
13384,API,78,11/9/1
13385,API,82,11/9/2
13386,API,120,11/9/3
13387,API,98,11/9/4
13388,API,98,11/9/5
13389,API,62,11/9/6
13390,API,60,11/9/7
13391,API,55,11/9/8
13392,API,66,11/9/9
13393,API,59,11/9/10
13394,API,56,11/9/11
13395,API,58,11/9/12
13396,API,53,11/9/13
13397,API,54,11/9/14
13398,API,36,11/9/15
13399,API,53,11/9/16
13400,API,52,11/9/17
13401,API,36,11/9/18
13402,API,34,11/9/19
13403,API,51,11/9/20
13404,API,54,11/9/21
13405,API,60,11/9/22
13406,API,65,11/9/23
13407,API,58,11/9/24
13408,API,55,11/9/25
13409,API,52,11/9/26
13410,API,58,11/9/27
13411,API,52,11/9/28
13412,API,61,11/9/29
13413,API,63,11/9/30
13414,API,65,11/10/1
13415,API,57,11/10/2
13416,API,53,11/10/3
13417,API,54,11/10/4
13418,API,62,11/10/5
13419,API,65,11/10/6
13420,API,86,11/10/7
13421,API,64,11/10/8
13422,API,57,11/10/9
13423,API,102,11/10/10
13424,API,58,11/10/11
13425,API,55,11/10/12
13426,API,52,11/10/13
13427,API,52,11/10/14
13428,API,51,11/10/15
13429,API,53,11/10/16
13430,API,55,11/10/17
13431,API,53,11/10/18
13432,API,52,11/10/19
13433,API,54,11/10/20
13434,API,55,11/10/21
13435,API,56,11/10/22
13436,API,60,11/10/23
13437,API,38,11/10/24
13438,API,43,11/10/25
13439,API,55,11/10/26
13440,API,57,11/10/27
13441,API,63,11/10/28
13442,API,65,11/10/29
13443,API,62,11/10/30
13444,API,59,11/10/31
13445,API,55,11/11/1
13446,API,83,11/11/2
13447,API,110,11/11/3
13448,API,68,11/11/4
13449,API,61,11/11/5
13450,API,55,11/11/6
13451,API,72,11/11/7
13452,API,75,11/11/8
13453,API,79,11/11/9
13454,API,73,11/11/10
13455,API,76,11/11/11
13456,API,73,11/11/12
13457,API,71,11/11/13
13458,API,76,11/11/14
13459,API,77,11/11/15
13460,API,86,11/11/16
13461,API,73,11/11/17
13462,API,61,11/11/18
13463,API,64,11/11/19
13464,API,80,11/11/20
13465,API,82,11/11/21
13466,API,84,11/11/22
13467,API,80,11/11/23
13468,API,71,11/11/24
13469,API,90,11/11/25
13470,API,222,11/11/26
13471,API,127,11/11/27
13472,API,131,11/11/28
13473,API,75,11/11/29
13474,API,50,11/11/30
13475,API,78,11/12/1
13476,API,91,11/12/2
13477,API,100,11/12/3
13478,API,176,11/12/4
13479,API,226,11/12/5
13480,API,134,11/12/6
13481,API,66,11/12/7
13482,API,50,11/12/8
13483,API,52,11/12/9
13484,API,76,11/12/10
13485,API,78,11/12/11
13486,API,77,11/12/12
13487,API,83,11/12/13
13488,API,78,11/12/14
13489,API,71,11/12/15
13490,API,67,11/12/16
13491,API,64,11/12/17
13492,API,84,11/12/18
13493,API,100,11/12/19
13494,API,112,11/12/20
13495,API,163,11/12/21
13496,API,86,11/12/22
13497,API,76,11/12/23
13498,API,98,11/12/24
13499,API,79,11/12/25
13500,API,95,11/12/26
13501,API,98,11/12/27
13502,API,79,11/12/28
13503,API,88,11/12/29
13504,API,78,11/12/30
13505,API,95,11/12/31
366,NO2,25.625,02/1/1
367,NO2,31.25,02/1/2
368,NO2,24.375,02/1/3
369,NO2,33.125,02/1/4
370,NO2,36.875,02/1/5
371,NO2,36.25,02/1/6
372,NO2,18.125,02/1/7
373,NO2,25.625,02/1/8
374,NO2,29.375,02/1/9
375,NO2,28.125,02/1/10
376,NO2,35.625,02/1/11
377,NO2,44.375,02/1/12
378,NO2,28.125,02/1/13
379,NO2,22.5,02/1/14
380,NO2,15,02/1/15
381,NO2,11.25,02/1/16
382,NO2,20.625,02/1/17
383,NO2,25.625,02/1/18
384,NO2,23.75,02/1/19
385,NO2,28.125,02/1/20
386,NO2,15.625,02/1/21
387,NO2,16.25,02/1/22
388,NO2,20.625,02/1/23
389,NO2,28.125,02/1/24
390,NO2,35.625,02/1/25
391,NO2,32.5,02/1/26
392,NO2,23.75,02/1/27
393,NO2,23.75,02/1/28
394,NO2,26.25,02/1/29
395,NO2,29.375,02/1/30
396,NO2,27.5,02/1/31
397,NO2,29.375,02/2/1
398,NO2,37.5,02/2/2
399,NO2,26.25,02/2/3
400,NO2,23.125,02/2/4
401,NO2,30,02/2/5
402,NO2,21.25,02/2/6
403,NO2,33.75,02/2/7
404,NO2,15.625,02/2/8
405,NO2,16.25,02/2/9
406,NO2,18.75,02/2/10
407,NO2,19.375,02/2/11
408,NO2,18.75,02/2/12
409,NO2,16.875,02/2/13
410,NO2,19.375,02/2/14
411,NO2,20.625,02/2/15
412,NO2,10,02/2/16
413,NO2,19.375,02/2/17
414,NO2,15.625,02/2/18
415,NO2,18.75,02/2/19
416,NO2,13.75,02/2/20
417,NO2,15,02/2/21
418,NO2,24.375,02/2/22
419,NO2,23.125,02/2/23
420,NO2,25,02/2/24
421,NO2,25,02/2/25
422,NO2,31.25,02/2/26
423,NO2,32.5,02/2/27
424,NO2,26.875,02/2/28
425,NO2,23.75,02/3/1
426,NO2,18.75,02/3/2
427,NO2,13.125,02/3/3
428,NO2,27.5,02/3/4
429,NO2,24.375,02/3/5
430,NO2,30,02/3/6
431,NO2,28.75,02/3/7
432,NO2,26.875,02/3/8
433,NO2,15,02/3/9
434,NO2,20,02/3/10
435,NO2,30.625,02/3/11
436,NO2,29.375,02/3/12
437,NO2,51.25,02/3/13
438,NO2,33.125,02/3/14
439,NO2,30.625,02/3/15
440,NO2,22.5,02/3/16
441,NO2,32.5,02/3/17
442,NO2,25.625,02/3/18
443,NO2,16.875,02/3/19
444,NO2,24.375,02/3/20
445,NO2,26.875,02/3/21
446,NO2,18.125,02/3/22
447,NO2,19.375,02/3/23
448,NO2,18.75,02/3/24
449,NO2,13.75,02/3/25
450,NO2,10.625,02/3/26
451,NO2,18.125,02/3/27
452,NO2,16.25,02/3/28
453,NO2,23.75,02/3/29
454,NO2,16.25,02/3/30
455,NO2,15.625,02/3/31
456,NO2,11.25,02/4/1
457,NO2,28.75,02/4/2
458,NO2,23.125,02/4/3
459,NO2,25,02/4/4
460,NO2,19.375,02/4/5
461,NO2,10.625,02/4/6
462,NO2,12.5,02/4/7
463,NO2,12.5,02/4/8
464,NO2,18.75,02/4/9
465,NO2,21.25,02/4/10
466,NO2,23.75,02/4/11
467,NO2,13.75,02/4/12
468,NO2,13.125,02/4/13
469,NO2,8.125,02/4/14
470,NO2,20,02/4/15
471,NO2,14.375,02/4/16
472,NO2,12.5,02/4/17
473,NO2,17.5,02/4/18
474,NO2,11.25,02/4/19
475,NO2,12.5,02/4/20
476,NO2,11.25,02/4/21
477,NO2,16.25,02/4/22
478,NO2,9.375,02/4/23
479,NO2,10.625,02/4/24
480,NO2,20.625,02/4/25
481,NO2,17.5,02/4/26
482,NO2,25,02/4/27
483,NO2,17.5,02/4/28
484,NO2,16.25,02/4/29
485,NO2,18.75,02/4/30
486,NO2,25.625,02/5/1
487,NO2,22.5,02/5/2
488,NO2,31.875,02/5/3
489,NO2,37.5,02/5/4
490,NO2,28.125,02/5/5
491,NO2,19.375,02/5/6
492,NO2,14.375,02/5/7
493,NO2,21.25,02/5/8
494,NO2,26.875,02/5/9
495,NO2,21.875,02/5/10
496,NO2,15,02/5/11
497,NO2,12.5,02/5/12
498,NO2,28.75,02/5/13
499,NO2,28.125,02/5/14
500,NO2,11.25,02/5/15
501,NO2,8.75,02/5/16
502,NO2,8.75,02/5/17
503,NO2,22.5,02/5/18
504,NO2,29.375,02/5/19
505,NO2,27.5,02/5/20
506,NO2,32.5,02/5/21
507,NO2,33.125,02/5/22
508,NO2,33.125,02/5/23
509,NO2,28.75,02/5/24
510,NO2,21.875,02/5/25
511,NO2,30,02/5/26
512,NO2,26.875,02/5/27
513,NO2,31.875,02/5/28
514,NO2,12.5,02/5/29
515,NO2,16.875,02/5/30
516,NO2,24.375,02/5/31
517,NO2,23.125,02/6/1
518,NO2,33.125,02/6/2
519,NO2,23.75,02/6/3
520,NO2,18.75,02/6/4
521,NO2,23.125,02/6/5
522,NO2,21.25,02/6/6
523,NO2,23.75,02/6/7
524,NO2,25.625,02/6/8
525,NO2,26.25,02/6/9
526,NO2,13.125,02/6/10
527,NO2,19.375,02/6/11
528,NO2,23.125,02/6/12
529,NO2,15.625,02/6/13
530,NO2,18.75,02/6/14
531,NO2,21.875,02/6/15
532,NO2,21.25,02/6/16
533,NO2,17.5,02/6/17
534,NO2,15.625,02/6/18
535,NO2,16.25,02/6/19
536,NO2,17.5,02/6/20
537,NO2,20.625,02/6/21
538,NO2,15,02/6/22
539,NO2,16.25,02/6/23
540,NO2,10,02/6/24
541,NO2,18.75,02/6/25
542,NO2,26.875,02/6/26
543,NO2,18.75,02/6/27
544,NO2,22.5,02/6/28
545,NO2,14.375,02/6/29
546,NO2,9.375,02/6/30
547,NO2,13.75,02/7/1
548,NO2,13.75,02/7/2
549,NO2,16.25,02/7/3
550,NO2,23.125,02/7/4
551,NO2,13.75,02/7/5
552,NO2,11.25,02/7/6
553,NO2,15.625,02/7/7
554,NO2,18.125,02/7/8
555,NO2,21.25,02/7/9
556,NO2,18.75,02/7/10
557,NO2,10,02/7/11
558,NO2,10,02/7/12
559,NO2,8.75,02/7/13
560,NO2,16.25,02/7/14
561,NO2,18.75,02/7/15
562,NO2,22.5,02/7/16
563,NO2,20.625,02/7/17
564,NO2,10.625,02/7/18
565,NO2,8.125,02/7/19
566,NO2,8.75,02/7/20
567,NO2,9.375,02/7/21
568,NO2,11.875,02/7/22
569,NO2,11.25,02/7/23
570,NO2,13.75,02/7/24
571,NO2,19.375,02/7/25
572,NO2,11.25,02/7/26
573,NO2,9.375,02/7/27
574,NO2,7.5,02/7/28
575,NO2,10.625,02/7/29
576,NO2,20,02/7/30
577,NO2,14.375,02/7/31
578,NO2,14.375,02/8/1
579,NO2,15,02/8/2
580,NO2,13.75,02/8/3
581,NO2,14.375,02/8/4
582,NO2,12.5,02/8/5
583,NO2,15.625,02/8/6
584,NO2,12.5,02/8/7
585,NO2,13.125,02/8/8
586,NO2,13.125,02/8/9
587,NO2,16.875,02/8/10
588,NO2,19.375,02/8/11
589,NO2,21.875,02/8/12
590,NO2,25,02/8/13
591,NO2,16.25,02/8/14
592,NO2,22.5,02/8/15
593,NO2,27.5,02/8/16
594,NO2,25.625,02/8/17
595,NO2,27.5,02/8/18
596,NO2,13.75,02/8/19
597,NO2,15.625,02/8/20
598,NO2,26.875,02/8/21
599,NO2,18.75,02/8/22
600,NO2,26.875,02/8/23
601,NO2,21.25,02/8/24
602,NO2,28.75,02/8/25
603,NO2,19.375,02/8/26
604,NO2,18.75,02/8/27
605,NO2,28.125,02/8/28
606,NO2,17.5,02/8/29
607,NO2,21.25,02/8/30
608,NO2,25.625,02/8/31
609,NO2,25,02/9/1
610,NO2,15,02/9/2
611,NO2,11.875,02/9/3
612,NO2,11.875,02/9/4
613,NO2,10.625,02/9/5
614,NO2,19.375,02/9/6
615,NO2,20.625,02/9/7
616,NO2,31.25,02/9/8
617,NO2,33.75,02/9/9
618,NO2,29.375,02/9/10
619,NO2,27.5,02/9/11
620,NO2,8.75,02/9/12
621,NO2,16.25,02/9/13
622,NO2,16.25,02/9/14
623,NO2,23.125,02/9/15
624,NO2,23.125,02/9/16
625,NO2,32.5,02/9/17
626,NO2,33.75,02/9/18
627,NO2,32.5,02/9/19
628,NO2,15,02/9/20
629,NO2,12.5,02/9/21
630,NO2,19.375,02/9/22
631,NO2,24.375,02/9/23
632,NO2,27.5,02/9/24
633,NO2,16.25,02/9/25
634,NO2,26.25,02/9/26
635,NO2,21.25,02/9/27
636,NO2,19.375,02/9/28
637,NO2,23.125,02/9/29
638,NO2,28.75,02/9/30
639,NO2,18.75,02/10/1
640,NO2,20,02/10/2
641,NO2,16.25,02/10/3
642,NO2,30,02/10/4
643,NO2,33.75,02/10/5
644,NO2,14.375,02/10/6
645,NO2,20.625,02/10/7
646,NO2,25.625,02/10/8
647,NO2,25,02/10/9
648,NO2,23.75,02/10/10
649,NO2,20,02/10/11
650,NO2,17.5,02/10/12
651,NO2,20.625,02/10/13
652,NO2,24.375,02/10/14
653,NO2,28.75,02/10/15
654,NO2,25,02/10/16
655,NO2,28.125,02/10/17
656,NO2,18.125,02/10/18
657,NO2,6.875,02/10/19
658,NO2,9.375,02/10/20
659,NO2,11.875,02/10/21
660,NO2,11.875,02/10/22
661,NO2,13.125,02/10/23
662,NO2,18.125,02/10/24
663,NO2,11.25,02/10/25
664,NO2,13.75,02/10/26
665,NO2,15.625,02/10/27
666,NO2,14.375,02/10/28
667,NO2,23.75,02/10/29
668,NO2,31.875,02/10/30
669,NO2,23.125,02/10/31
670,NO2,16.25,02/11/1
671,NO2,21.875,02/11/2
672,NO2,13.75,02/11/3
673,NO2,22.5,02/11/4
674,NO2,33.75,02/11/5
675,NO2,45,02/11/6
676,NO2,28.75,02/11/7
677,NO2,19.375,02/11/8
678,NO2,17.5,02/11/9
679,NO2,16.25,02/11/10
680,NO2,25,02/11/11
681,NO2,26.875,02/11/12
682,NO2,19.375,02/11/13
683,NO2,33.75,02/11/14
684,NO2,33.75,02/11/15
685,NO2,24.375,02/11/16
686,NO2,11.875,02/11/17
687,NO2,13.125,02/11/18
688,NO2,23.75,02/11/19
689,NO2,31.875,02/11/20
690,NO2,32.5,02/11/21
691,NO2,38.75,02/11/22
692,NO2,18.75,02/11/23
693,NO2,31.25,02/11/24
694,NO2,40.625,02/11/25
695,NO2,18.125,02/11/26
696,NO2,26.875,02/11/27
697,NO2,28.125,02/11/28
698,NO2,33.75,02/11/29
699,NO2,37.5,02/11/30
700,NO2,42.5,02/12/1
701,NO2,39.375,02/12/2
702,NO2,31.25,02/12/3
703,NO2,25,02/12/4
704,NO2,16.875,02/12/5
705,NO2,11.875,02/12/6
706,NO2,11.25,02/12/7
707,NO2,8.75,02/12/8
708,NO2,24.375,02/12/9
709,NO2,20.625,02/12/10
710,NO2,25.625,02/12/11
711,NO2,26.25,02/12/12
712,NO2,35,02/12/13
713,NO2,41.875,02/12/14
714,NO2,46.875,02/12/15
715,NO2,14.375,02/12/16
716,NO2,20,02/12/17
717,NO2,26.25,02/12/18
718,NO2,31.25,02/12/19
719,NO2,36.25,02/12/20
720,NO2,25.625,02/12/21
721,NO2,11.875,02/12/22
722,NO2,13.125,02/12/23
723,NO2,11.875,02/12/24
724,NO2,16.25,02/12/25
725,NO2,47.5,02/12/26
726,NO2,78.75,02/12/27
727,NO2,47.5,02/12/28
728,NO2,81.25,02/12/29
729,NO2,100,02/12/30
730,NO2,38.125,02/12/31
1826,NO2,50,03/1/1
1827,NO2,34.375,03/1/2
1828,NO2,24.375,03/1/3
1829,NO2,20.625,03/1/4
1830,NO2,23.75,03/1/5
1831,NO2,25,03/1/6
1832,NO2,26.875,03/1/7
1833,NO2,34.375,03/1/8
1834,NO2,30,03/1/9
1835,NO2,48.75,03/1/10
1836,NO2,47.5,03/1/11
1837,NO2,23.75,03/1/12
1838,NO2,24.375,03/1/13
1839,NO2,20.625,03/1/14
1840,NO2,18.125,03/1/15
1841,NO2,16.875,03/1/16
1842,NO2,30,03/1/17
1843,NO2,31.25,03/1/18
1844,NO2,41.25,03/1/19
1845,NO2,48.75,03/1/20
1846,NO2,38.125,03/1/21
1847,NO2,48.75,03/1/22
1848,NO2,29.375,03/1/23
1849,NO2,36.25,03/1/24
1850,NO2,48.125,03/1/25
1851,NO2,33.125,03/1/26
1852,NO2,20.625,03/1/27
1853,NO2,16.875,03/1/28
1854,NO2,23.125,03/1/29
1855,NO2,31.25,03/1/30
1856,NO2,34.375,03/1/31
1857,NO2,28.125,03/2/1
1858,NO2,36.25,03/2/2
1859,NO2,30.625,03/2/3
1860,NO2,45,03/2/4
1861,NO2,21.25,03/2/5
1862,NO2,21.25,03/2/6
1863,NO2,16.25,03/2/7
1864,NO2,23.125,03/2/8
1865,NO2,30.625,03/2/9
1866,NO2,11.25,03/2/10
1867,NO2,13.75,03/2/11
1868,NO2,18.75,03/2/12
1869,NO2,25,03/2/13
1870,NO2,41.25,03/2/14
1871,NO2,43.75,03/2/15
1872,NO2,37.5,03/2/16
1873,NO2,35,03/2/17
1874,NO2,40.625,03/2/18
1875,NO2,41.25,03/2/19
1876,NO2,29.375,03/2/20
1877,NO2,22.5,03/2/21
1878,NO2,15.625,03/2/22
1879,NO2,22.5,03/2/23
1880,NO2,31.25,03/2/24
1881,NO2,37.5,03/2/25
1882,NO2,30.625,03/2/26
1883,NO2,26.875,03/2/27
1884,NO2,32.5,03/2/28
1885,NO2,32.5,03/3/1
1886,NO2,39.375,03/3/2
1887,NO2,18.75,03/3/3
1888,NO2,23.75,03/3/4
1889,NO2,28.125,03/3/5
1890,NO2,21.25,03/3/6
1891,NO2,26.25,03/3/7
1892,NO2,38.125,03/3/8
1893,NO2,37.5,03/3/9
1894,NO2,23.75,03/3/10
1895,NO2,15.625,03/3/11
1896,NO2,22.5,03/3/12
1897,NO2,26.25,03/3/13
1898,NO2,35,03/3/14
1899,NO2,35,03/3/15
1900,NO2,33.75,03/3/16
1901,NO2,31.25,03/3/17
1902,NO2,48.125,03/3/18
1903,NO2,45.625,03/3/19
1904,NO2,20.625,03/3/20
1905,NO2,25.625,03/3/21
1906,NO2,36.25,03/3/22
1907,NO2,36.875,03/3/23
1908,NO2,37.5,03/3/24
1909,NO2,31.875,03/3/25
1910,NO2,20.625,03/3/26
1911,NO2,28.125,03/3/27
1912,NO2,28.75,03/3/28
1913,NO2,18.125,03/3/29
1914,NO2,43.75,03/3/30
1915,NO2,39.375,03/3/31
1916,NO2,22.5,03/4/1
1917,NO2,20.625,03/4/2
1918,NO2,21.25,03/4/3
1919,NO2,24.375,03/4/4
1920,NO2,37.5,03/4/5
1921,NO2,27.5,03/4/6
1922,NO2,27.5,03/4/7
1923,NO2,29.375,03/4/8
1924,NO2,29.375,03/4/9
1925,NO2,26.875,03/4/10
1926,NO2,32.5,03/4/11
1927,NO2,20,03/4/12
1928,NO2,38.125,03/4/13
1929,NO2,21.25,03/4/14
1930,NO2,15.625,03/4/15
1931,NO2,16.25,03/4/16
1932,NO2,27.5,03/4/17
1933,NO2,20.625,03/4/18
1934,NO2,25,03/4/19
1935,NO2,28.125,03/4/20
1936,NO2,21.25,03/4/21
1937,NO2,16.25,03/4/22
1938,NO2,30,03/4/23
1939,NO2,45,03/4/24
1940,NO2,28.75,03/4/25
1941,NO2,15.625,03/4/26
1942,NO2,34.375,03/4/27
1943,NO2,20.625,03/4/28
1944,NO2,20.625,03/4/29
1945,NO2,20.625,03/4/30
1946,NO2,16.875,03/5/1
1947,NO2,15.625,03/5/2
1948,NO2,30,03/5/3
1949,NO2,30,03/5/4
1950,NO2,24.375,03/5/5
1951,NO2,27.5,03/5/6
1952,NO2,21.25,03/5/7
1953,NO2,25,03/5/8
1954,NO2,37.5,03/5/9
1955,NO2,28.75,03/5/10
1956,NO2,20,03/5/11
1957,NO2,31.875,03/5/12
1958,NO2,28.75,03/5/13
1959,NO2,23.125,03/5/14
1960,NO2,23.75,03/5/15
1961,NO2,28.125,03/5/16
1962,NO2,33.75,03/5/17
1963,NO2,40,03/5/18
1964,NO2,27.5,03/5/19
1965,NO2,39.375,03/5/20
1966,NO2,33.75,03/5/21
1967,NO2,18.75,03/5/22
1968,NO2,5.625,03/5/23
1969,NO2,28.125,03/5/24
1970,NO2,26.25,03/5/25
1971,NO2,18.75,03/5/26
1972,NO2,32.5,03/5/27
1973,NO2,18.75,03/5/28
1974,NO2,19.375,03/5/29
1975,NO2,31.25,03/5/30
1976,NO2,23.75,03/5/31
1977,NO2,16.25,03/6/1
1978,NO2,11.25,03/6/2
1979,NO2,13.125,03/6/3
1980,NO2,14.375,03/6/4
1981,NO2,12.5,03/6/5
1982,NO2,15.625,03/6/6
1983,NO2,12.5,03/6/7
1984,NO2,13.75,03/6/8
1985,NO2,7.5,03/6/9
1986,NO2,9.375,03/6/10
1987,NO2,13.125,03/6/11
1988,NO2,8.75,03/6/12
1989,NO2,8.75,03/6/13
1990,NO2,11.25,03/6/14
1991,NO2,11.875,03/6/15
1992,NO2,12.5,03/6/16
1993,NO2,14.375,03/6/17
1994,NO2,13.75,03/6/18
1995,NO2,18.75,03/6/19
1996,NO2,14.375,03/6/20
1997,NO2,16.25,03/6/21
1998,NO2,10,03/6/22
1999,NO2,8.125,03/6/23
2000,NO2,11.25,03/6/24
2001,NO2,16.25,03/6/25
2002,NO2,16.25,03/6/26
2003,NO2,18.125,03/6/27
2004,NO2,11.875,03/6/28
2005,NO2,11.875,03/6/29
2006,NO2,15,03/6/30
2007,NO2,14.375,03/7/1
2008,NO2,16.875,03/7/2
2009,NO2,11.875,03/7/3
2010,NO2,8.125,03/7/4
2011,NO2,11.875,03/7/5
2012,NO2,9.375,03/7/6
2013,NO2,8.75,03/7/7
2014,NO2,10,03/7/8
2015,NO2,11.25,03/7/9
2016,NO2,15,03/7/10
2017,NO2,13.125,03/7/11
2018,NO2,9.375,03/7/12
2019,NO2,8.75,03/7/13
2020,NO2,10.625,03/7/14
2021,NO2,11.25,03/7/15
2022,NO2,11.25,03/7/16
2023,NO2,12.5,03/7/17
2024,NO2,7.5,03/7/18
2025,NO2,15.625,03/7/19
2026,NO2,13.75,03/7/20
2027,NO2,12.5,03/7/21
2028,NO2,11.875,03/7/22
2029,NO2,12.5,03/7/23
2030,NO2,11.875,03/7/24
2031,NO2,13.75,03/7/25
2032,NO2,8.125,03/7/26
2033,NO2,8.125,03/7/27
2034,NO2,8.75,03/7/28
2035,NO2,11.25,03/7/29
2036,NO2,15,03/7/30
2037,NO2,8.75,03/7/31
2038,NO2,11.875,03/8/1
2039,NO2,8.75,03/8/2
2040,NO2,13.125,03/8/3
2041,NO2,15.625,03/8/4
2042,NO2,11.875,03/8/5
2043,NO2,13.125,03/8/6
2044,NO2,14.375,03/8/7
2045,NO2,17.5,03/8/8
2046,NO2,18.125,03/8/9
2047,NO2,15.625,03/8/10
2048,NO2,15,03/8/11
2049,NO2,21.875,03/8/12
2050,NO2,16.25,03/8/13
